SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,LB_BasinGIS_km2,LB_DevelopedHigh2011,LB_DevelopedMed2011,LB_DevelopedLow2011,LB_DevelopedOpen2011,LB_BarrenLand2011,LB_DeciduousForest2011,LB_EvergreenForest2011,LB_MixedForest2011,LB_GrasslandHerb2011,LB_ShrubScrub2011,LB_CultivatedCrops2011,LB_PastureHay2011,LB_WoodyWetlands2011,LB_EmerHerbWetlands2011,LB_OpenWater2011,LB_SumAreaNLCD2011,LB_Canopy2011,LB_Imperviousness2001,LB_Imperviousness2006,LB_Imperviousness2011,LB_Dev_CommServices2012,LB_Dev_IndusMilitary2012,LB_Dev_MajorTransp2012,LB_Dev_Other2012,LB_Dev_Recreation2012,LB_Dev_ResidHigh2012,LB_Dev_ResidLowMed2012,LB_SemiDev_AnthroOth2012,LB_SemiDev_UrbHigh2012,LB_SemiDev_UrbLowMed2012,LB_Prod_Crops2012,LB_Prod_GrazingPot2012,LB_Prod_Mining2012,LB_Prod_PastureHay2012,LB_LowUse2012,LB_VeryLowUse_Conserv2012,LB_Water2012,LB_Wetlands2012,LB_SumAreaNWALT2012,LB_Dense_Urban,LB_Total_Urban,LB_CSQA_Total_Urban,LB_Extended_Urban,LB_Crops,LB_Total_Ag,LB_Total_Developed,LB_Total_Low_Use,LB_LU_cat_calc,LB_LU_cat,LB_Major_LU,LB_GolfCourseArea,LB_UrbanAge_mean,LB_UrbanAge_PCT_1940,LB_UrbanAge_PCT_1950,LB_UrbanAge_PCT_1960,LB_UrbanAge_PCT_1970,LB_UrbanAge_PCT_1980,LB_UrbanAge_PCT_1990,LB_UrbanAge_PCT_2000,LB_UrbanAge_PCT_2010,LB_UrbanAge_PCT_NonUrban,LB_UrbanAge_SUM_AREA,LB_DamDensity2016,LB_DamMajDensity2016,LB_DamNIDstorage2016,LB_DamNORMALstorage2016,LB_DamNumMajDams2016,LB_NumDams2016,LB_BaseFlowIndex,LB_DunneOverlandFlow,LB_HortonOverlandFlow,LB_IndexSubsFlowContact,LB_TopogWetnessIndex,LB_Runoff2016,LB_Runoff2017,LB_Stream_Ephemeral,LB_Stream_Intermittent,LB_Stream_Perennial,LB_Stream_StreamRiver,LB_StreamDensity,LB_N_AtmosphDepos2016,LB_N_AtmosphDepos2017,LB_N_FertFarm2012,LB_N_FertNonFarm2012,LB_N_Manure2012,LB_N_NPDES_2012,LB_NumFacilities2012,LB_NumMajorFacilities2012,LB_P_FertFarm2012,LB_P_FertNonFarm2012,LB_P_Manure2012,LB_P_NPDES_2012,LB_Total_N,LB_Total_P,LB_AdjHouseIncome_mean,LB_HousingDensity2000,LB_HousingDensity2010,LB_PopDensity1990,LB_PopDensity2000,LB_PopDensity2010,LB_RoadDensity2016,LB_RoadDensity2017,LB_DepthToWaterTable,LB_AvailWaterCapacity,LB_BulkDensity,LB_KfactorUpperHorizon,LB_OrganicMatter,LB_Permeability,LB_SandContent,LB_SiltContent,LB_ClayContent,LB_RainfallErosivity,LB_SoilLoss_Afactor,LB_SoilThickness,LB_SRL25Agland,LB_Elev_MeanWatershed,LB_Slope,LB_TRI_NumOfChems2010,LB_TRI_NumOfFacil,LB_TRI_NumOfSuperFund,LB_TRI_SumLbs2010
422223074400201,T422223074400201,NY_WBDelaware,NESQA,"WEST BR DELAWARE R AT CORNELL AVE BRIDGE, HOBART",18.052,0.05,0.08,0.57,3.09,0.00,41.74,2.51,1.58,0.02,0.41,8.75,37.11,2.94,1.11,0.02,18052862.05,41.83,0.46,0.46,0.46,0.28,0.06,1.52,0.24,0.00,0.00,0.14,0.00,0.00,0.52,8.67,0.74,0.00,37.97,49.75,0.00,0.04,0.08,18054000,1.85,2.23,2.23,2.75,8.67,47.38,50.13,49.87,Ag_low,Ag_low,Ag,,1935,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.51,18070000,,,,,,,38.763,3.000,0.577,28.988,9.009,442.000,,,0.00,0.52,0.21,1.484,2.939,,2807.105,76.512,17852.337,2955.051,1,,466.611,7.676,3858.730,4.316,1442.516,240.024,38.724,7.162,9.388,14.683,13.603,21.657,5.577,,2.938,0.111,1.336,0.238,2.825,2.655,35.23,53.06,11.71,945.401,174.814,54.067,0.000,597.337,13.921,,,,
422644076300001,T422644076300001,NY_Cascadilla,NESQA,CASCADILLA CREEK AT ITHACA NY,5.112,4.60,12.81,10.39,11.82,0.12,6.01,1.80,7.61,2.29,1.11,6.77,31.61,2.89,0.18,0.00,5108078.02,19.38,15.51,16.39,16.93,26.44,0.00,3.73,1.05,2.81,3.87,1.97,0.00,0.21,15.61,7.10,0.14,0.00,31.58,5.49,0.00,0.00,0.00,5119200,30.17,40.08,39.87,55.70,7.10,38.82,94.51,5.49,Mixed,Mixed,Mixed,,1953,14.09,0.00,0.00,15.85,2.15,0.00,0.00,0.00,67.91,5110000,,,,,,,47.157,2.224,8.165,289.188,9.172,385.700,,,0.21,0.78,0.00,1.626,3.629,,2333.311,1209.056,5345.437,,,,387.852,121.283,1054.246,,2101.572,305.834,40.501,208.881,195.852,480.789,438.471,483.317,13.905,,2.389,0.146,1.323,0.368,2.091,1.905,22.67,53.55,23.78,780.663,52.473,46.208,3.017,280.408,6.470,,,,
423533076062101,T423533076062101,NY_Trout,NESQA,TROUT BROOK AT CORTLANDVILLE NY,28.446,0.03,0.20,1.01,4.55,1.18,45.54,1.97,4.92,0.36,1.00,3.62,35.40,0.07,0.12,0.02,28451706.57,41.23,0.75,0.76,0.77,0.29,0.00,1.22,0.77,0.03,0.00,1.05,0.00,0.00,3.65,3.77,0.44,1.11,36.31,51.35,0.00,0.01,0.00,28436400,1.51,3.35,3.35,7.00,3.77,40.52,47.53,51.36,Ag_low,Ag_low,Ag,,1935,5.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.21,28510000,,,,,,,48.031,2.000,5.996,67.861,8.308,426.600,,,0.00,1.00,0.00,1.289,4.614,,15359.977,518.689,34108.295,,,,2553.219,52.028,6796.554,,2218.632,330.512,46.266,20.846,21.760,56.164,49.917,52.006,3.240,,2.970,0.132,1.324,0.253,2.151,1.683,21.74,60.59,17.66,878.499,132.890,48.563,0.234,450.529,13.248,0,1,,0.000
423613073422001,T423613073422001,NY_MillGreen,NESQA,MILL CREEK AT EAST GREENBUSH NY,13.265,0.94,4.04,6.55,8.81,0.00,40.71,4.35,1.83,0.07,9.44,1.32,15.01,6.52,0.22,0.20,13265163.84,50.35,4.12,5.13,6.19,1.25,0.62,3.34,0.54,0.00,2.50,9.21,0.00,3.78,50.14,1.39,0.62,0.00,15.83,9.94,0.00,0.22,0.62,13255200,5.21,21.24,17.46,71.37,1.39,17.84,89.22,10.78,Urban_low,Urban_low,Urban,,1935,5.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.49,13260000,,,,,,,44.609,2.000,3.536,204.065,9.573,406.500,,,0.00,0.96,0.00,1.605,3.062,,5088.676,1336.951,4346.538,,,,845.865,134.096,936.311,,1118.294,144.465,85.741,40.486,45.900,86.066,109.540,109.525,8.923,,3.141,0.113,1.488,0.230,1.055,2.372,26.59,65.07,8.34,974.470,30.809,49.610,1.174,122.133,8.336,,,,
424059073322501,T424059073322501,NY_Poesten,NESQA,POESTEN KILL AT BLUE FACTORY RD AT BARBERFILLE NY,27.842,0.00,0.10,0.60,3.59,0.00,46.02,12.12,26.69,0.05,1.26,0.00,4.91,2.90,1.33,0.44,27855044.18,76.37,0.44,0.44,0.44,0.00,0.00,0.00,1.68,0.00,0.00,0.22,0.00,0.00,7.89,0.00,0.14,0.00,5.10,83.90,0.00,0.44,0.62,27792000,0.00,1.90,1.90,9.79,0.00,5.25,15.04,84.96,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,27910000,,,,,,,47.834,1.630,2.908,195.072,9.219,406.500,,,0.00,0.77,0.00,1.279,3.468,,3215.349,620.894,2746.419,,,,534.471,62.276,591.621,,583.262,42.683,65.532,9.807,11.513,24.777,24.302,29.010,2.005,,2.006,0.124,1.420,0.256,3.097,1.160,30.61,59.70,9.69,1042.858,34.683,53.135,0.000,356.724,10.678,,,,
424143073382901,T424143073382901,NY_Wynants,NESQA,WYNANTS KILL AT RUSSELL AVE AT WYNANTSKILL NY,22.753,0.30,4.91,8.78,9.97,7.18,26.39,3.00,2.87,1.00,8.08,1.72,17.05,5.49,0.48,2.76,22746966.16,40.65,5.51,6.40,6.97,1.60,0.02,0.51,0.38,0.16,0.81,20.07,0.00,6.12,34.50,1.61,0.59,7.20,17.06,5.49,0.00,2.69,1.20,22748400,2.12,29.66,23.53,64.16,1.61,19.26,83.42,9.38,Urban_med,Urban_med,Urban,,1945,37.67,0.00,11.65,0.00,0.00,0.13,4.88,0.00,45.67,22750000,,,,,,,46.870,1.932,1.733,83.355,9.860,406.500,,,0.00,0.81,0.00,1.237,3.109,,10075.749,2785.393,8606.290,0.000,1,,1674.841,279.375,1853.926,0.000,1254.375,167.368,71.681,77.454,89.963,197.233,194.409,217.601,6.731,,3.898,0.102,1.475,0.227,0.776,6.311,39.81,53.67,6.51,967.878,37.845,52.504,0.000,150.630,8.644,,,,
424633075300701,T424633075300701,NY_Sangerfield,NESQA,SANGERFIELD RIVER AT POOLVILLE NY,22.196,0.00,0.03,0.19,2.46,0.00,24.39,6.44,1.37,6.61,8.32,18.01,21.29,10.04,0.77,0.08,22196200.88,35.83,0.23,0.23,0.23,0.00,0.00,0.94,0.42,0.00,0.00,0.00,0.00,0.00,0.00,18.47,2.78,0.00,21.67,55.11,0.00,0.08,0.54,22183200,0.94,1.36,1.36,1.36,18.47,42.91,44.27,55.73,Ag_low,Ag_low,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,22200000,,,,,,,47.624,2.501,3.000,205.921,9.430,426.600,,,0.00,0.71,0.00,1.146,4.222,,17140.002,253.794,35412.095,,,,2849.088,25.453,6897.404,,2801.341,440.265,43.837,7.846,9.749,18.467,19.025,19.803,4.187,,3.666,0.121,1.391,0.265,1.580,3.210,27.31,57.76,14.93,861.441,128.553,51.715,0.753,403.230,10.119,,,,
424643073472901,T424643073472901,NY_Shakers,NESQA,SHAKER'S CREEK AT RIVER ROAD NEAR LATHAM NY,17.982,10.22,16.97,22.28,27.84,0.00,10.19,0.70,1.84,0.19,0.12,1.96,0.66,6.95,0.00,0.12,17985366.31,30.09,26.08,28.17,29.01,13.98,7.97,23.15,0.82,5.05,6.79,18.42,0.00,18.60,1.08,2.08,0.04,0.00,0.56,0.70,0.00,0.14,0.62,18021600,45.11,94.79,76.19,95.86,2.08,2.68,98.54,1.46,Urban_high,Urban_high,Urban,0.839,1955,30.07,16.17,0.00,0.00,39.48,0.00,0.00,0.00,14.29,18060000,,,,,,,45.828,2.553,0.000,165.358,10.557,430.646,,,0.00,0.93,0.00,1.093,2.842,,644.502,10375.450,1021.219,90718.063,2,,107.132,1040.670,245.308,3515.325,953.764,77.471,75.115,136.362,137.277,362.268,386.774,361.678,8.164,,3.253,0.106,1.380,0.272,1.182,7.181,46.03,39.80,14.17,963.483,9.319,40.717,0.620,90.484,3.451,3,5,,0.000
425358073462301,T425358073462301,NY_Dwaas,NESQA,DWAAS KILL SOUTH OF USHERS NY,25.665,1.53,5.34,17.19,30.90,0.02,23.00,4.68,4.97,0.05,0.23,3.17,1.80,7.06,0.04,0.02,25682581.12,49.93,10.55,11.12,11.89,6.65,0.87,3.94,0.36,4.80,0.00,37.56,0.00,21.95,14.21,3.14,0.08,0.00,1.81,3.42,0.00,0.01,1.18,25664400,11.46,76.14,54.19,90.35,3.14,5.04,95.39,4.61,Urban_high,Urban_high,Urban,1.288,1966,3.07,0.39,21.47,10.31,37.77,0.00,0.00,0.00,26.99,25710000,,,,,,,47.642,2.818,0.753,117.800,10.596,516.266,,,0.00,0.98,0.00,1.555,2.986,,2616.371,6979.461,6869.498,271.152,3,,434.906,700.048,1581.767,29.046,940.151,105.854,85.516,193.953,206.176,408.728,498.061,508.882,12.872,,4.422,0.088,1.432,0.236,0.642,8.355,56.19,34.67,9.14,935.541,14.794,59.090,0.023,92.618,5.197,,,,
425540074384801,T425540074384801,NY_Otsquago,NESQA,OTSQUAGO CREEK NEAR FORT PLAIN NY,29.591,0.01,0.16,1.20,4.51,0.00,9.07,2.51,3.88,0.41,9.30,27.08,40.63,0.95,0.25,0.02,29599134.24,17.65,0.76,0.76,0.76,0.04,0.00,0.21,1.01,0.00,0.00,0.29,0.00,0.00,0.00,28.17,0.88,0.00,42.37,26.99,0.00,0.04,0.01,29610000,0.24,1.54,1.54,1.54,28.17,71.42,72.96,27.04,Ag_high,Ag_high,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,29600000,,,,,,,37.498,2.858,5.797,465.587,9.546,431.000,,,0.00,0.94,0.00,1.804,3.353,,34225.305,457.860,63032.794,,,,5689.084,45.932,12392.215,,3637.487,612.591,31.732,8.224,9.144,22.480,20.074,21.805,2.508,,1.313,0.140,1.510,0.352,2.350,0.788,23.67,51.84,24.48,922.205,100.222,58.418,14.321,193.623,6.344,,,,
430056078044801,T430056078044801,NY_BlackMorgan,NESQA,BLACK CREEK AT MORGANVILLE NY,12.331,0.01,0.38,2.72,9.81,4.87,2.82,0.00,0.18,0.28,0.81,49.07,21.68,6.03,1.24,0.10,12323823.18,14.97,1.56,1.56,1.57,0.38,0.00,2.78,1.90,4.30,0.00,0.00,0.00,0.00,0.00,49.55,0.23,4.74,24.29,11.58,0.00,0.09,0.18,12315600,3.16,9.35,9.35,9.35,49.55,74.07,83.43,11.84,Ag_high,Ag_high,Ag,0.596,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,12360000,,,,,,,44.130,1.000,5.037,235.707,9.310,321.600,,,0.00,0.91,0.00,0.957,3.285,,38008.327,470.450,41094.900,,,,6317.921,47.182,7952.534,,6781.845,1161.142,46.818,15.500,18.851,43.202,38.636,40.165,10.762,,3.303,0.140,1.474,0.326,2.027,1.112,25.25,52.46,22.29,743.790,23.346,56.413,4.715,269.639,2.403,,,,
430524076084201,T430524076084201,NY_LeyCreek,NESQA,LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY,25.479,13.76,30.81,29.39,15.38,0.06,4.16,0.05,0.61,0.46,1.23,0.22,1.78,2.07,0.00,0.00,25478294.00,10.58,42.40,43.40,43.96,18.64,20.51,12.97,0.11,6.16,26.82,4.87,0.00,8.08,0.00,0.25,0.00,0.00,1.37,0.13,0.00,0.00,0.08,25480800,52.12,98.16,90.08,98.16,0.25,1.62,99.79,0.21,Urban_high,Urban_high,Urban,0.544,1940,52.02,0.00,0.00,11.10,0.00,0.00,0.00,0.00,36.88,25490000,,,,,,,58.000,2.125,0.189,191.959,10.277,385.700,,,0.00,0.95,0.00,0.570,4.555,,1260.036,17789.691,1920.081,2798.906,6,,209.449,1784.381,412.054,749.396,1278.505,94.427,33.749,564.886,560.502,1237.979,1163.793,1149.706,12.699,,2.488,0.129,1.351,0.338,1.695,4.186,32.35,48.08,19.57,868.349,1.295,28.107,3.382,131.711,2.337,21,21,,108394.780
430557075181801,T430557075181801,NY_MudCreek,NESQA,MUD CREEK AT NEW YORK MILLS NY,13.485,5.98,9.61,15.75,19.35,0.00,26.79,2.24,2.13,5.34,6.59,0.91,2.34,2.58,0.25,0.15,13488349.77,31.77,13.06,16.28,17.77,17.93,1.10,4.58,0.40,5.33,2.14,18.41,0.00,15.57,23.71,0.99,0.16,0.00,2.22,6.74,0.00,0.19,0.54,13453200,23.60,65.45,49.88,89.16,0.99,3.37,92.53,7.47,Urban_high,Urban_high,Urban,0.734,1948,27.39,2.66,47.22,0.00,0.00,0.00,0.00,0.00,22.72,13510000,,,,,,,54.700,2.879,3.471,428.034,9.838,431.000,,,0.00,0.96,0.00,0.869,4.279,,1011.400,4106.520,1180.304,,,,168.120,411.882,235.675,,894.921,60.486,46.517,147.443,184.031,373.157,338.309,370.786,12.262,,3.673,0.114,1.505,0.287,1.058,3.611,32.76,52.48,14.76,928.305,20.190,55.914,1.389,170.881,3.942,9,3,,2547.820
430629077274701,T430629077274701,NY_Thomas,NESQA,THOMAS CREEK AT EAST ROCHESTER NY,22.297,1.03,5.19,15.37,40.06,0.12,7.45,0.69,3.48,0.15,0.45,1.53,15.42,7.11,1.34,0.61,22292494.81,25.22,11.25,11.59,12.08,8.41,1.24,2.05,0.48,3.89,21.90,25.85,0.00,13.05,4.28,1.31,0.06,0.00,13.98,1.84,0.00,0.61,1.03,22294800,11.71,76.88,63.83,81.16,1.31,15.36,96.51,3.49,Urban_high,Urban_high,Urban,0.353,1946,42.90,3.19,19.92,14.21,0.13,0.00,0.00,0.00,19.65,22240000,,0.000,7.247,3.540,0.000,2.000,52.622,2.280,2.571,274.534,11.039,272.800,,,0.19,0.56,0.00,1.444,3.695,,17401.570,18038.729,2279.805,,,,2892.571,1809.331,478.079,,2061.179,232.314,73.268,339.770,354.314,823.762,844.316,818.090,9.657,,3.366,0.129,1.471,0.310,1.652,2.476,29.63,51.65,18.73,709.081,37.074,51.489,0.919,154.254,4.624,3,5,,1010.000
431542077382401,T431542077382401,NY_Slater,NESQA,SLATER CR AT HOJACK INDUSTRIAL PK AT MOUNT READ NY,10.455,2.75,7.11,48.41,34.74,0.00,3.71,0.00,1.79,0.26,0.38,0.00,0.42,0.37,0.05,0.00,10446541.51,27.31,25.30,25.75,25.94,9.26,0.83,2.07,0.00,1.90,63.04,16.06,0.00,6.36,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,10422000,12.16,99.52,93.16,99.52,0.00,0.48,100.00,0.00,Urban_high,Urban_high,Urban,,1935,99.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,10430000,,,,,,,53.000,2.000,2.000,171.117,10.423,328.666,,,0.14,0.80,0.00,0.989,3.247,,203.600,12611.370,26.674,,,,33.843,1264.953,5.594,,1553.042,124.765,44.658,686.552,714.410,1675.163,1642.882,1621.068,26.980,,2.398,0.136,1.340,0.362,1.791,3.603,29.94,48.63,21.43,685.232,11.730,34.282,0.000,102.427,2.082,,,,
